,location_info,location_href,date_time,daste_title,main_text
0,3시간 전,,2022-07-18T10:08:03.000Z,"7월 18, 2022",".
.
#덕수궁
#노을사진
#서울여행
#서울가볼만한곳
#서울데이트
#deoksugung
.
Location 🌍
Seoul, South Korea 🇰🇷
Deoksugung Palace 🌆
.
In some cases, you can see the complete opposite in the same place. It's a very special view that I can feel from each other's perspective.
.
저마다 각자의 관점 차이 👀
때에 따라선 같은 장소 에서도
전혀 상반된 느낌의 결과를 만날수 있다.
.
한옥과 전통문화 관련하여 본 계정에
소개가 필요 하시면 DM 주세요 📧
(공익적인 의미가 있다고 생각되면
비용없이 진행 됩니다)
.
안녕하세요. 핸드폰 사진 강좌를 진행하는
사진가 빈우입니다. 강좌는 요일에 상관
없이 원하시는 날자에 있는 강좌 스케줄에
맞춰 진행을 합니다. 먼저 신청한 분이
계시면 해당 신청자가 결정한 장소에서
진행이 됩니다. 그리고 자유 강좌여서 원하는
일자와 시간대(오전,오후)를 말씀해주시면
참여일의 강좌 정보를 피드백 드리고 조율
합니다. 하절기 평일과 주말 동일 오전
9~12시,오후 4~7시 두차례 진행을 하고
있습니다. 최근 신청자 분들중 가장 많이
선호하는 장소는 고궁이며 만족도가
높습니다. (고궁의 경우 다양한 문화재와
구조로 사진 구도를 배우는데 최적의
공간 입니다.) 경복궁은 화요일 휴무,
창덕궁과 창경궁 그리고 덕수궁은 월요일
휴무이니 참고 바래요.(고궁 오후 강좌는
야간 관람이 가능한 덕수궁 창경궁
남산골한옥마을에 한해 진행을 하고 있으니
강좌 신청에 참고 하시기 바래요) 수강하시는
분께서서 강의를 원하는 날자와 오전 오후
타임을 톡으로 알려 주시면 기존에 예약된
장소와 시간 정보를 드립니다(만약 해당일에
진행되는 강좌가 없으면 상황에 따라 1:1
강좌로 진행 될수도 있습니다. 그리고 전날
예보상 우천(강수량 70%이상) 시에는
일정이 연기될수도 있으니 참고 바랍니다.
강좌 신청은 프로필 하단의 링크 를(프립)
참고 하시기 바랍니다.
.
일부 사진에 보정 효과가 들어가 있습니다 🎨
공익적인 용도의 사진 사용은
누구나 자유롭게 사용 가능 합니다
단, 사전 허락을 구하고
저작자를 밝히셔야 합니다 ☝️
.
You are free to use photos for the public good.
However, prior authorization must be obtained
and the source of the original photographer
must be indicated.🔥
.
허가 없이 상업적인 사용을 할 수 없습니다
No commercial use without permission 🚫
.
."
1,2일 전,,2022-07-16T11:08:18.000Z,"7월 16, 2022","'여름의 햇살'

.

.
#서울숲#서울데이트#서울가볼만한곳#서울여행#seoul#seoultravel#seoul_korea#landscape"
2,3일 전,,2022-07-15T11:13:59.000Z,"7월 15, 2022","전 이렇게 가까이 보는게 좋더라고요🙂
저번꺼 장노출
85mm 150mm 정도 되겠네요

.

.
#nightphotography#nightview#cityphotography#seoulkorea#seoul#서울야경#서울가볼만한곳#서울데이트"
3,2일 전,,2022-07-16T00:42:01.000Z,"7월 16, 2022","[데이트하기 좋은 서울 복합문화공간 대공개💙]
카페 쇼핑 전시 등등 한방에 꿀데이트 즐기기 딱!
날 잡고 여기 데려가주라@@

-

#서울복합문화공간 #서울데이트 #서울데이트코스 #서울데이트코스추천 #서울핫플레이스"
4,12시간 전,,2022-07-18T01:21:13.000Z,"7월 18, 2022","신당에 위치한 시장골목에 숨어있지만, 문열면 만석??!!

🏷ㅆㅎㅍ
#쓰흪

이런곳에 술집이 있나??? 있었다. 구석구석 찾다보면 이곳만 불이 켜져있다. 쌀.홉.포도로 만든 다양한 술을 판매하는 술집이다. 초록병은 없고 전통주부터 와인까지 종류가 다양하다.

대표메뉴인 소고기케이크,알배추구이를 주문했다.
알배추 사이사이 고기까지 있으니 안심하고 먹기 가능.
인스타감성으로 사진찍기 아주 좋은 음식들이다. 맛또한 일품!!! 다만 술 가격이 있는 편이니 참고.

📍서울 중구 퇴계로87길 49-12

📌빈그릇후기
새로운 술과 음식을 접하기에는 적합!!"
5,5일 전,,2022-07-13T12:02:33.000Z,"7월 13, 2022","[이국미 가득한 서울 해외감성카페 21곳💗]
여행온 것 같은 이 분위기 뭐야뭐야,,🌴
마치 휴양지에 여행온 것 같은 기분🥰💕
@@짧은 휴가 여기라도 가보자

-

#서울이색데이트 #서울가볼만한곳 #서울이색카페 #서울카페추천 #서울카페투어 #서울데이트"
6,14시간 전,,2022-07-17T23:39:29.000Z,"7월 18, 2022","언주역/논현동 가이세키 오마카세 #와사이진

스강신청 필수 오마카세다. 스시야 보다는 가이세키 기반의 요리를 먹을 수 있는 곳이다.

언주역 근처에 위치한 오마카세 전문 '와사이진'

매달 20일 오후 12시 네이버 예약에서 도전 할 수 있다.

디너 1부과 디너 2부로 나눠져있고, 한 타임당 10명씩만 입장이 가능하다.

화려한 퍼포먼스는 없지만 알찬 메뉴 구성과 매번 코스 구성이 조금씩 달라지는 것이 이곳의 매력이다.

신선한 재료들로 만들어진 요리들은 정갈하면서 무게감이 있어 완성도가 훌륭하다.

코스 구성이 나올 때 마다 쉐프님의 정성과 아이디어가 돋보이면서 대접받는 느낌이 들어서 좋다.

사케를 주문하면 사케잔을 직접 고를 수 있는 서비스도 제공된다.

민어, 전복, 참치, 한치, 모나카 위 우니크림과 관자, 모시조개국, 참치타다끼, 단새우, 보리새우, 우니, 샤베트 등 30가지 정도가 나오는 알찬 구성이다.

김과 감태를 겹쳐서 참치타다끼, 단새우, 우니를 올려 같이 싸먹으면 입안에 해산물 축제가 펼쳐진다.

맛과 서비스 그리고 분위기까지 모두 만족할 수 있는 곳이다.

✔디너 오마카세 70,000원
✔토우코우 준마이긴죠 신슈 90,000원
✔쵸요후쿠무스메 카라구치준마이 120,000원

#제임스_강남 #오마카세 #언주역맛집 #학동역맛집 #내돈내먹"
7,7월 8,,2022-07-08T05:20:33.000Z,"7월 8, 2022","드디어 금욜 이쥬 ●ㅅ●🔥

.

.
#서울풍경#서울가볼만한곳#서울데이트#한강데이트#한강공원#seoul#iseoulu#seoultravel"
8,2일 전,,2022-07-16T13:12:10.000Z,"7월 16, 2022","[서초에 있다는 세젤예 스파&풀 펜트하우스 대공개💙]
프라이빗하면서도 청량한 공간이 취저,,❤
아침엔 맑은 분위기+밤엔 영롱한 조명으로 분위기 반전💗
밖에서 수영장 안을 볼 수 있어서
수중촬영st 인생샷까지 찍을 수 있다구!
사우나도 있어서 수영하다 몸데우고 또 수영하기좋아♨
@@호캉스로 여기 어때ㅎㅎ

-

💙 #소설호텔펜트하우스
📍 서초구 반포대로14길 53
✔ 남부터미널 도보 5분거리

-

#서울여행 #서울펜션 #서울숙소 #서울호텔 #소설호텔 #호텔소설 #서울데이트"
9,7분 전,,2022-07-18T14:03:53.000Z,"7월 18, 2022","요즘뜨는 핫플 저도 가봤습니다🤡
상수에서 뜨고 있는 그곳‼️
#도식화
마들렌맛집이 생겼다는 소식에 호다닥 다녀왔어요ㅎㅎ
일반카페와 다르게 전시장에 온거 같아서 분위기가 엄청 좋더라구요
보기좋은 떡이 먹기도 좋다고 마들렌 이쁜것좀 보세요ㅜㅜ 잘라서 먹기 너무 아까웠어용!!맛까지 인정🥺👍👍
요즘뜨는 상수에서 홍대데이트까지 너무 좋을거 같아요~!
전 재방문의사 1000%
외관부터 내부까지 깔끔하고 너무 이뻣어요ㅎㅎ
그리구 주변지인들한테 선물하기도 좋게 마지막 패키지사진 보시면 아주깔끔하게 포장해주십니다~!선물할일 있으시면 추천추천👍❤️
.
.
.
#먹팔#먹스타그램#먹방#먹방스타그램
#일상#먹스타맞팔#먹스타#먹부림
#먹방투어#돼부림#먹방그램#먹거리
#먹스타소통#먹팔환영#먹깨비
#데일리#일상스타그램#일상소통
#합정카페#합정카페추천#상수카페
#상수카페추천#홍대카페
#홍대카페추천#상수동카페
#상수데이트#상수디저트
#서울데이트#디저트카페추천"
