,location_info,location_href,date_time,daste_title,main_text
0,21시간 전,,2022-07-18T13:31:22.000Z,"7월 18, 2022",올블랙쪼아🖤
1,16시간 전,,2022-07-18T19:08:21.000Z,"7월 19, 2022","협찬
친구가 그렇게도 가자고 조르던 원조부안집 드디어 다녀왔어요!
저번주부터 사진을 막 보여주면서 여기 진짜 맛있겠지 라며 자기 진짜 가보고 싶다고
저를 귀찮게 하던 친구의 소원을 드디어 들어줬어요ㅋㅋㅋ
입구에서 부터 솔솔 풍기는 숯불향+고기향에 저도 군침이 막 돌더라구요!
메뉴는 친구가 먹고 싶은것들로만 시켰고 저는 그냥 따라 먹었는데
진짜 맛있더라구요! 친구도 옆에서 오길 잘했지?! 하면서 막 먹는데
그 말에 저는 말없이 고개만 끄덕 거리면서 같이 막 먹었어요ㅋㅋㅋ
그러다 이번에는 친구가 여기는 사이드도 끝내준다면서 막 주문했는데
너무 맛있어서 감동ㅠㅠ 친구도 저도 콧노래를 부르면서 흡입했어요ㅋㅋㅋ
여태껏 먹었던 고기랑은 비교도 안될만큼 부드럽고 너무 맛있었어요
#원조부안집신대방점
.
.
.
.
#서울#서울맛집#신대방맛집#신대방역맛집#구디맛집#신림맛집#서울고기집#항정살맛집#신대방맛집원조부안집#서울고깃집#서울데이트#서울데이코스#서울데이트장소#서울데이트추천"
2,3시간 전,,2022-07-19T07:30:04.000Z,"7월 19, 2022","우리 날도 더운데 저녁에 만날꽈 ( ͡° ͜ʖ ͡°) ?
#서울야경맛집 만 모아모아 💛
@@ 자기야 낙산공원 어땡 ㅎㅎㅎㅎ?
⠀
⠀
#커플 #럽스타그램 #서울 #서울데이트 #데이트코스 #데이트코스추천 #낙산공원 #명동성당 #야경 #저녁데이트 #야경맛집
#남자친구 #여자친구 #남친 #여친 #컾 #10대 #20대 #30대 #소통
⠀"
3,8시간 전,,2022-07-19T02:50:14.000Z,"7월 19, 2022","#데이트립 앱에서 언제든지 쉽게 감각적인 공간을 찾아보세요📱

데이트립 앱에 공간 기록을 남기면
공식 계정에 소개될 수 있어요 📸"
4,51분 전,,2022-07-19T10:17:29.000Z,"7월 19, 2022","#해방촌 #세몰리나클럽 🏎🏎
지중해가 느껴지는 작은 식당. 짠 바람마저 이탈리아로 바뀌는 경험
.
.
.
서울 용산구 신흥로 59 1층"
5,7시간 전,,2022-07-19T03:54:32.000Z,"7월 19, 2022","시나몬향 가득했던 넛맥도넛 짱맛🫶🏻🤎

#망원동카페 #루즈도어"
6,22시간 전,,2022-07-18T12:30:17.000Z,"7월 18, 2022","강남에서 젤 핫한 한식주점
지나가다가 항상 사람이 많길래 뭔가 했더니,,
다 그 이유가 있구나..
일단 푸짐하게 전이 한가득 나오는 고퀄 모둠전에
쭉쭉 늘어나는 치즈 폭탄 치즈 감자전까지
안주파 아닌사람도 안주빨 세우게 되는 매직✨
파인다이닝 셰프님들이 만드셔서 안주가 다 고퀄인데
무엇보다 이 집 찐은 벌.꿀.집 막걸리🍯🍯
술이 술술 들어가는 벌꿀 사리 추가 필수-!
막걸리에 벌꿀집 통채로 한피스 퐁당 넣으면
톡톡튀는 맛+ 달달 홀짝홀짝 계속 먹게 됌
달달함에 취하지 않도록 주의..!

@웨이팅 있는 편이라 오픈런 추천
#강남 #강남명전

📍서울 서초구 강남대로65길 12 1층 강남명전
📍평일:16:00 - 02:30 주말: 14:00 - 02:30

#강남맛집 #강남술집 #서초맛집 #서초술집 #강남핫플 #서울데이트 #신논현역 #강남역술집 #강남역맛집 #신논현역술집 #막걸리 #막걸리맛집 #전맛집 #꿀막걸리 #꿀막걸리맛집 #서울여행 #맛집투어"
7,1일 전,,2022-07-18T01:21:13.000Z,"7월 18, 2022","신당에 위치한 시장골목에 숨어있지만, 문열면 만석??!!

🏷ㅆㅎㅍ
#쓰흪

이런곳에 술집이 있나??? 있었다. 구석구석 찾다보면 이곳만 불이 켜져있다. 쌀.홉.포도로 만든 다양한 술을 판매하는 술집이다. 초록병은 없고 전통주부터 와인까지 종류가 다양하다.

대표메뉴인 소고기케이크,알배추구이를 주문했다.
알배추 사이사이 고기까지 있으니 안심하고 먹기 가능.
인스타감성으로 사진찍기 아주 좋은 음식들이다. 맛또한 일품!!! 다만 술 가격이 있는 편이니 참고.

📍서울 중구 퇴계로87길 49-12

📌빈그릇후기
새로운 술과 음식을 접하기에는 적합!!"
8,3시간 전,,2022-07-19T08:00:31.000Z,"7월 19, 2022","#광고
해외여행 가성비로 갔다올 수 있는 방법!

올 여름 노들섬에서 국내 최초로 전시되는
월드클래스 전시회 <바티망>

현대 미술의 거장, 레안드로 에를리치의 작품 세계에
너도 주인공으로 초대할게 😆

해외여행 간 것 같은 분위기에다
작품에 참여해서 즐기다 보면,
작가의 메시지도 이해하게 되는 감동..

근데 폼 나는 인생샷도 찍을 수 있게
작가의 다른 작품들도 온다고 함ㅠㅠ

30% 할인가로 예매하고 빨리 가자 @@

전시 정보는 여기에서!
@batiment_leandroerlich

#batiment #바티망 #레안드로에를리치 #LeandroErlich #전시회추천 #미술관 #서울전시회추천 #서울데이트 #문화생활 #전시"
9,4분 전,,2022-07-19T11:06:42.000Z,"7월 19, 2022","Everyday 10:00-22:00 OPEN
Reservation Only
-
☎02-966-1090
서울시 동대문구 회기로25길 29, 지하1층
-
예약 문의 @your_shutter-#셀프사진관 #셀프사진 #흑백사진관 #흑백셀프사진관 #흑백셀프사진 #셀프스튜디오 #유어셔터 #포토매틱 #포토이즘 #데이트 #서울데이트코스 #서울데이트 #커플 #커플사진 #커플사진포즈 #우정사진 #우정스냅"
