,location_info,location_href,date_time,daste_title,main_text
0,인터랙트,https://www.instagram.com/explore/locations/101328491546993/,2022-08-16T12:08:41.000Z,"8월 16, 2022","“건강한 디저트에 대한 편견은 버려”
.
.
전지적차니시점
차니포토입니다

저는 여태까지 디저트는 무조건 달아야해
무조건 칼로리가 높아야 맛있어
이런 생각을 가지고 있던 사람이었는데
비건 디저트가 이렇게 맛있을줄 누가 알았겠어요..
오늘부로 편견이 바사삭 깨져버렸습니다🫢

카페 사장님이 과거에 건강이 안좋아지셔서
본인이 먹지 못하는 음식을 손님들한테
판매한다는것이 진정성에 어긋난다 생각해서
당 함류가 높은 디저트 섭취가 부담스러운
분들을 위해 저당, 저탄수화물 디저트를 개발해서
이번에 다시 오픈하셨다고 하더라구요
그 진심이 디저트에 담기니까
디저트가 맛이 없을수가 없더라구요

다들 이제 살찔 걱정없이 건강 나빠질 걱정없이
조금이나마 편안한 마음으로
여기서 디저트와 커피한잔 어떠신가요?

———————————————
🍰 카페 인터렉트
📌 서울 강남구 강남대로118길 16
⏰ 11:00 ~ 21:00 (매주 일요일 휴무)
———————————————
.
.
-_-_-_-_-_-_-_-_-_-_-_-_-_-_-
𝕄𝕖𝕞𝕠𝕣𝕚𝕖𝕤 𝕆𝕗 𝕋𝕙𝕖 𝔻𝕒𝕪"
1,서울,https://www.instagram.com/explore/locations/213094191/,2022-08-03T12:01:08.000Z,"8월 3, 2022","걷기를 좋아해서 끝없이 계속 걸었습니다. 낯선 곳에서 펼쳐지는 새로운 풍경들은 흥미롭고 신선하더군요. 이런 맛에 오늘도 걸었고 내일도 걸을 예정입니다.

#gnorecord#gnorfilm

#대한민국구석구석#여행지추천
#양화한강공원#서울데이트#서울가볼만한곳
#색감보정법#사진맛집#사진작가
#사진계정#필름감성#감성사진#산책
#필름느낌#필름사진#취미사진#글귀
#사진글귀#서울여행#풍경사진
#mundusmag#insomniamag
#photooftheday#dailyphoto
#filmphotography#magazine
#cinematic#streetphotography
#travelkorea"
2,청담동,https://www.instagram.com/explore/locations/104263155383620/,2022-08-17T08:13:07.000Z,"8월 17, 2022","청담만의 분위기

내로라하는 브랜드들의 플래그십 스토어, 이름난 미슐랭 레스토랑, 고급스러운 갤러리들이 모여있는 ‘청담동’은 나름의 독자적인 분위기를 가진 동네입니다. ‘부촌’이라는 이미지를 가진만큼 들어선 상업공간들 모두 큰 규모의 공간에 화려한 내부를 자랑하죠.

오늘은 청담에 위치한 감각적인 공간들을 모아봤습니다. 머무는 시간을 모두 만족시켜줄, 수준 높은 공간들이에요!

#서울가볼만한곳 #서울핫플 #테라스룸 #카브루브루펍 #송은아트스페이스 #송은 #피플더테라스 #제스트 #겟올라잇 #르챔버 #스케줄청담 #보메청담 #스케줄 #ODD33 #오드삼삼 #ODD33_청담"
3,서울,https://www.instagram.com/explore/locations/213094191/,2022-08-06T05:58:52.000Z,"8월 6, 2022","드디어 완성했습니다.. 서울 빙수 맛집 지도..!
⠀
1. 부빙 <감자빙수> (종로) _ @ice_boobing
⠀
2. 롯지190 <말차빙수> (홍제) _ @lodge190
⠀
3. 정식카페 <돌하르방빙수> (압구정) _ @jungsikcafe_
⠀
4. 설봄 <쑥빙수> (방배) _ @seolbom_seoul
⠀
5. 문덕커피 <파인애플빙수>(을지로) _ @moonduck_coffee
⠀
6. 도쿄빙수 <토마토빙수> (망원) _ @tokyobingsu_official
⠀
7. 카페카다로그 <용과빙수> (을지로) _ @cadalogs_cafe
⠀
8. 빵어니스타 <피스타치오빙수> (이태원) _ @panhonesta
⠀
9. 폴인팬케이크 <펌킨브륄레빙수> (강남) _ @paulin_pancake_
⠀
10. 라프레플루트 <애플망고빙수> (성수) _ @rafre_fruit

-
#빙수 #빙수맛집 #빙수맛집추천 #빙수추천 #빙수타그램 #서울카페 #서울카페추천 #서울가볼만한곳 #서울카페투어 #서울맛집 #서울맛집추천 #서울데이트 #seoulcafe #かき氷"
4,,,2022-08-13T08:29:50.000Z,"8월 13, 2022","가고 싶은 공간이란

여러분들에게 있어 방문하고 싶은 공간, 그리고 좋은 공간은 어떤 기준인가요? 사람마다 각각의 기준이 있고 누군가에게는 중요한 부분이 누군가에게는 가볍게 여겨질 부분일 수 있습니다.

다만 공통적으로 대다수의 사람들이 좋아하는 공간들을 보면 가치 있는 공간, 다시 말해 아이덴티티가 ‘잘’ 드러난 곳일수록 대중들의 관심을 받는 경우가 많습니다.
의미를 설명할 수 없는 화려한 외관으로 치장된 공간들은 반짝하고 사라지기 마련이죠.

오늘은 오랜 기간에 걸쳐 대중들의 인정을 받은, 그리고 앞으로도 꾸준히 사랑받을 단단한 코어를 가진 공간들을 중심으로 모아봤습니다.

#서울가볼만한곳 #서울핫플 #와릿이즌 #페사드한남 #페사드 #현대카드아트라이브러리 #아트라이브러리 #소설원 #소설원망원 #타이프 #타이프한강 #궤도 #궤도연희 #보통공원 #생츄어리 #ODD33 #오드삼삼"
5,은평한옥마을,https://www.instagram.com/explore/locations/653640513/,2022-08-15T09:55:05.000Z,"8월 15, 2022",".
.
#은평한옥마을
#대한민국구석구석
#서울여행
#서울데이트
#서울가볼만한곳
#힙지로
#hanokvillage
.
Location 🌍
Seoul, South Korea 🇰🇷
Eunpyeong Hanok Village 🏘
.
한옥과 전통문화 관련하여 본 계정에
소개가 필요 하시면 DM 주세요 📧
(공익적인 의미가 있다고 생각되면
비용없이 진행 됩니다)
.
안녕하세요. 핸드폰 사진 강좌를 진행하는
사진가 빈우입니다. 강좌는 요일에 상관
없이 원하시는 날자에 있는 강좌 스케줄에
맞춰 진행을 합니다. 먼저 신청한 분이
계시면 해당 신청자가 결정한 장소에서
진행이 됩니다. 그리고 자유 강좌여서 원하는
일자와 시간대(오전,오후)를 말씀해주시면
참여일의 강좌 정보를 피드백 드리고 조율
합니다. 하절기 평일과 주말 동일 오전
9~12시,오후 5~8시 두차례 진행을 하고
있습니다. 최근 신청자 분들중 가장 많이
선호하는 장소는 고궁이며 만족도가
높습니다. (고궁의 경우 다양한 문화재와
구조로 사진 구도를 배우는데 최적의
공간 입니다.) 경복궁은 화요일 휴무,
창덕궁과 창경궁 그리고 덕수궁은 월요일
휴무이니 참고 바래요.(고궁 오후 강좌는
야간 관람이 가능한 덕수궁 창경궁
남산골한옥마을에 한해 진행을 하고 있으니
강좌 신청에 참고 하시기 바래요) 수강하시는
분께서서 강의를 원하는 날자와 오전 오후
타임을 톡으로 알려 주시면 기존에 예약된
장소와 시간 정보를 드립니다(만약 해당일에
진행되는 강좌가 없으면 상황에 따라 1:1
강좌로 진행 될수도 있습니다. 그리고 전날
예보상 우천(강수량 70%이상) 시에는
일정이 연기될수도 있으니 참고 바랍니다.
강좌 신청은 프로필 하단의 링크를(프립)
참고 하시기 바랍니다.
.
일부 사진에 보정 효과가 들어가 있습니다 🎨
공익적인 용도의 사진 사용은
누구나 자유롭게 사용 가능 합니다
단, 사전 허락을 구하고
저작자를 밝히셔야 합니다 ☝️
.
You are free to use photos for the public good.
However, prior authorization must be obtained
and the source of the original photographer
must be indicated.🔥
.
허가 없이 상업적인 사용을 할 수 없습니다
No commercial use without permission 🚫
.
."
6,,,2022-08-11T09:08:30.000Z,"8월 11, 2022","🌡그 날의 온도.

📍한남대교

이까짓 도시불빛이 뭐길래

위로가 되는지."
7,서울,https://www.instagram.com/explore/locations/213094191/,2022-08-16T10:42:50.000Z,"8월 16, 2022","이번주에 가기 좋은 서울 전시 모음 9선
⠀
자세한 전시 정보는 태그 된 계정을
통해 확인 부탁드리겠습니다.
⠀
⠀
1) 안드레아스 거스키 사진전
_22.03.31(목) ~ 22.09.04(일), 성인 17,000원
_서울 용산구 한강대로 100
_10:00 ~18:00 (월 휴관)
⠀
2,3) <테이프 서울 & 튜브 서울> 체험 전시
_22.07.30(토) ~ 23.01.29(일), 성인 24,000원
_서울 강남구 선릉로 807 K현대미술관
_10:00 ~19:00 (월 휴무)
⠀
4) HAPPY BATH, 거품멍
_22.08.12(금) ~ 22.09.11(일), 무료입장
_서울 용산구 이태원로45길 8 지하1층
_12:00 ~20:00 (월 휴관)
⠀
5) 캐서린 오피 개인전
_22.07.15(금) ~ 22.08.21(일), 무료입장
_서울 용산구 이태원로 213 1층 리만머핀
_11:00 ~19:00 (일,월 휴관)
⠀
6) connectomics : 경계를 넘어 어우러짐으로
_22.08.17(수) ~ 22.09.06(화), 무료입장
_서울특별시 종로구 북촌로12길 35-8
_10:00 ~19:00 (매일)
⠀
7) 스며드는 빛 전시
_22.06.10(금) ~ 22.09.25(일), 성인 5,000원
_서울 용산구 이태원로 223 지하 1,2층
_12:00 ~21:00 (월 휴관)
⠀
8) 정유정 개인전 <Run !>
_22.07.20(수) ~ 22.09.07(수), 무료입장
_서울 종로구 계동길 84-3 뮤지엄헤드
_12:00 ~19:00 (일, 월 휴관)
⠀
9) 권용주 개인전 <포털>
_22.07.29(금) ~ 22.08.25(목), 무료입장
_서울 용산구 이태원로54길 8 아마도예술공간
_11:00 ~18:00 (월 휴무)
⠀
10) 비비안수터 개인전
_22.07.18(월) ~ 22.08.19(금), 무료입장
_서울 강남구 삼성로 760 글래드스톤
_11:00 ~19:00 (일,월 휴관)"
8,망원동,https://www.instagram.com/explore/locations/105997551987205/,2022-08-17T08:57:46.000Z,"8월 17, 2022","차분한 사색이 필요할 때 망원동 카페 겸 라운지

잔잔한 재즈 음악과 커피 그리고 술이 반기는 곳, 망원 연속체입니다.

망원동 하면 떠오르는 앤틱한 감성을 품은 곳인데요. 살짝 어두운 조도에 따듯한 분위기로 방문객을 맞이합니다.

한쪽으론 멋진 바가 있고요. 위스키, 하이볼 등 다양한 주류 메뉴가 구비되어 있더군요. 반대쪽 창가로는 망원동의 풍경이 보이는데, 창가에 걸린 초록색 풍경이 아름답게 다가왔습니다.

바 테이블과 쇼파석을 비롯해 약 20여석의 좌석이 놓여있고요. 편안한 쿠션이 놓인 의자가 많아서 오래 머물기도 좋아 보였습니다.

잔잔한 재즈 음악도 공간과 참 잘 어우러지고요. 주인장의 음악에 대한 애정을 느끼기 좋았습니다. 운영자의 취향이 한껏 묻어난 곳은 비슷한 취향을 가진 사람들에게 매번 큰 울림을 줍니다.

메뉴로 핸드드립 커피와 블루베리 파운드 케이크를 주문했습니다. 손수 로스팅한 원두로 로스팅 포인트 별 다양한 커피를 선보이는데요. 라이트 로스팅의 에티오피아 커피를 선택했습니다. 에티오피아 하면 떠오르는 싱그러운 산미와 은은한 단맛이 좋았고요. 차처럼 부드럽게 넘어가는 목넘김도 기억에 남네요. 디저트는 무난했습니다.

나만 알고 싶은 망원동 카페&바, 망원연속체. 혼자만의 시간을 갖기에도 잔잔한 대화를 나누기에도 좋았던 곳입니다. 소중한 사람들과 함께라면 더욱 빛나겠죠? 편히 앉아 여유를 즐겨보시면 좋겠습니다.

.

 ✍🏻 3줄 탐닉 포인트

· 망원동에서 아늑한 공간을 찾을 때
· 잔잔한 재즈와 클래식 음악, 따듯한 분위기
· 나만 알고 싶은 카페&바

[망원연속체] @lounge_continuum
- 위치: 서울 마포구 동교로 55 2층
- 영업: 평일 17:00 - 24:00, 주말 14:00 - 24:00
- 메뉴: 핸드드립 커피 (7.0 -), 블루베리 파운드 케이크 (4.5)

*공간 탐닉은 사진으로 공간을 소개하는 포토그래퍼입니다. 오후 6시 커피와 음식이 담긴 공간을 소개합니다. 방문에 도움이 되셨으면 좋겠습니다."
9,,,2022-08-18T04:59:52.000Z,"8월 18, 2022",🍰#코듀로이팬츠 🌒#골덴부츠컷 🐄#겨울코디 😍#코디맛집 🍉#용산 🐸#용산미군기지 😖#핫플레이스 🍛#서울가볼만한곳 🌱#데이트코스 😸#서울사진찍기좋은곳 🍹#쇼핑몰 ☀#멀고험한길 🐭#비비드빈 😣#신상 🍅#용산공원 🐡#용산미군기지
